,title,State,rev_id,Prediction,population,DIVISION
3645,"Donovan, Illinois",Illinois,1109189154.0,C,12582032.0,East North Central
3646,"Dorchester, Illinois",Illinois,1166852557.0,C,12582032.0,East North Central
3647,"Dover, Illinois",Illinois,1166852986.0,C,12582032.0,East North Central
3648,"Dowell, Illinois",Illinois,1166853026.0,GA,12582032.0,East North Central
3649,"Downers Grove, Illinois",Illinois,1179983560.0,GA,12582032.0,East North Central
3650,"Downs, Illinois",Illinois,1166853899.0,C,12582032.0,East North Central
3651,"Du Bois, Illinois",Illinois,1166854350.0,GA,12582032.0,East North Central
3652,"Du Quoin, Illinois",Illinois,1178008528.0,C,12582032.0,East North Central
3653,"Dunfermline, Illinois",Illinois,1166854793.0,GA,12582032.0,East North Central
3654,"Dunlap, Illinois",Illinois,1166854856.0,C,12582032.0,East North Central
3655,"Dupo, Illinois",Illinois,1166855005.0,GA,12582032.0,East North Central
3656,"Durand, Illinois",Illinois,1166855039.0,C,12582032.0,East North Central
3657,"Dwight, Illinois",Illinois,1166855219.0,GA,12582032.0,East North Central
3658,"Eagarville, Illinois",Illinois,1166855287.0,Start,12582032.0,East North Central
3659,"Earlville, Illinois",Illinois,1174123276.0,C,12582032.0,East North Central
3660,"East Alton, Illinois",Illinois,1166990449.0,GA,12582032.0,East North Central
3661,"East Brooklyn, Illinois",Illinois,1166990557.0,Start,12582032.0,East North Central
3662,"East Cape Girardeau, Illinois",Illinois,1166990585.0,C,12582032.0,East North Central
3663,"East Carondelet, Illinois",Illinois,1139042999.0,C,12582032.0,East North Central
3664,"East Dubuque, Illinois",Illinois,1165647631.0,C,12582032.0,East North Central
3665,"East Dundee, Illinois",Illinois,1173030347.0,C,12582032.0,East North Central
3666,"East Galesburg, Illinois",Illinois,1155388896.0,Start,12582032.0,East North Central
3667,"East Gillespie, Illinois",Illinois,1138417432.0,Start,12582032.0,East North Central
3668,"East Hazel Crest, Illinois",Illinois,1169516112.0,C,12582032.0,East North Central
3669,"East Moline, Illinois",Illinois,1172385321.0,C,12582032.0,East North Central
3670,"East Peoria, Illinois",Illinois,1178456693.0,GA,12582032.0,East North Central
3671,"East St. Louis, Illinois",Illinois,1178719826.0,B,12582032.0,East North Central
3672,"Easton, Illinois",Illinois,1166991596.0,GA,12582032.0,East North Central
3673,"Eddyville, Illinois",Illinois,1166992055.0,GA,12582032.0,East North Central
3674,"Edgewood, Illinois",Illinois,1178297877.0,GA,12582032.0,East North Central
3675,"Edinburg, Illinois",Illinois,1166992464.0,C,12582032.0,East North Central
3676,"Edwardsville, Illinois",Illinois,1171435536.0,C,12582032.0,East North Central
3677,"Effingham, Illinois",Illinois,1175210800.0,GA,12582032.0,East North Central
3678,"El Dara, Illinois",Illinois,1166992938.0,C,12582032.0,East North Central
3679,"El Paso, Illinois",Illinois,1170175687.0,C,12582032.0,East North Central
3680,"Elburn, Illinois",Illinois,1179077429.0,C,12582032.0,East North Central
3681,"Eldorado, Illinois",Illinois,1179337528.0,GA,12582032.0,East North Central
3682,"Eldred, Illinois",Illinois,1166993230.0,C,12582032.0,East North Central
3683,"Elgin, Illinois",Illinois,1179649289.0,GA,12582032.0,East North Central
3684,"Elizabeth, Illinois",Illinois,1166993408.0,C,12582032.0,East North Central
3685,"Elizabethtown, Illinois",Illinois,1134964046.0,GA,12582032.0,East North Central
3686,"Elk Grove Village, Illinois",Illinois,1176098287.0,C,12582032.0,East North Central
3687,"Elkhart, Illinois",Illinois,1166993681.0,GA,12582032.0,East North Central
3688,"Elkville, Illinois",Illinois,1134694385.0,GA,12582032.0,East North Central
3689,"Elliott, Illinois",Illinois,1166993938.0,C,12582032.0,East North Central
3690,"Ellis Grove, Illinois",Illinois,1166993967.0,Start,12582032.0,East North Central
3691,"Ellisville, Illinois",Illinois,1166994066.0,C,12582032.0,East North Central
3692,"Ellsworth, Illinois",Illinois,1166994133.0,C,12582032.0,East North Central
3693,"Elmhurst, Illinois",Illinois,1179075548.0,C,12582032.0,East North Central
3694,"Elmwood, Illinois",Illinois,1166273009.0,C,12582032.0,East North Central
3695,"Elmwood Park, Illinois",Illinois,1179646970.0,C,12582032.0,East North Central
3696,"Elsah, Illinois",Illinois,1165808824.0,C,12582032.0,East North Central
3697,"Elvaston, Illinois",Illinois,1166995008.0,C,12582032.0,East North Central
3698,"Elwood, Illinois",Illinois,1176745591.0,C,12582032.0,East North Central
3699,"Emden, Illinois",Illinois,1166995174.0,C,12582032.0,East North Central
3700,"Emington, Illinois",Illinois,1166995291.0,Start,12582032.0,East North Central
3701,"Energy, Illinois",Illinois,1166995564.0,C,12582032.0,East North Central
3702,"Enfield, Illinois",Illinois,1166995602.0,C,12582032.0,East North Central
3703,"Equality, Illinois",Illinois,1172394671.0,C,12582032.0,East North Central
3704,"Erie, Illinois",Illinois,1168804266.0,Start,12582032.0,East North Central
3705,"Essex, Illinois",Illinois,1166996378.0,C,12582032.0,East North Central
3706,"Eureka, Illinois",Illinois,1165650897.0,C,12582032.0,East North Central
3707,"Evanston, Illinois",Illinois,1179772354.0,B,12582032.0,East North Central
3708,"Evansville, Illinois",Illinois,1166996863.0,C,12582032.0,East North Central
3709,"Evergreen Park, Illinois",Illinois,1169516558.0,C,12582032.0,East North Central
3710,"Ewing, Illinois",Illinois,1166997171.0,C,12582032.0,East North Central
3711,"Exeter, Illinois",Illinois,1166997543.0,C,12582032.0,East North Central
3712,"Fairbury, Illinois",Illinois,1165746560.0,C,12582032.0,East North Central
3713,"Fairfield, Illinois",Illinois,1166804173.0,C,12582032.0,East North Central
3714,"Fairmont City, Illinois",Illinois,1166998080.0,C,12582032.0,East North Central
3715,"Fairmount, Illinois",Illinois,1166998117.0,C,12582032.0,East North Central
3716,"Fairview, Illinois",Illinois,1166998354.0,C,12582032.0,East North Central
3717,"Fairview Heights, Illinois",Illinois,1174030141.0,C,12582032.0,East North Central
3718,"Farina, Illinois",Illinois,1166998851.0,GA,12582032.0,East North Central
3719,"Farmer City, Illinois",Illinois,1172813701.0,GA,12582032.0,East North Central
3720,"Farmersville, Illinois",Illinois,1166998964.0,C,12582032.0,East North Central
3721,"Farmington, Illinois",Illinois,1165746761.0,C,12582032.0,East North Central
3722,"Fayetteville, Illinois",Illinois,1167014360.0,C,12582032.0,East North Central
3723,"Ferris, Illinois",Illinois,1167014743.0,C,12582032.0,East North Central
3724,"Fidelity, Illinois",Illinois,1167014798.0,C,12582032.0,East North Central
3725,"Fieldon, Illinois",Illinois,1167014826.0,C,12582032.0,East North Central
3726,"Fillmore, Illinois",Illinois,1167014911.0,C,12582032.0,East North Central
3727,"Findlay, Illinois",Illinois,1167014966.0,C,12582032.0,East North Central
3728,"Fisher, Illinois",Illinois,1167015090.0,C,12582032.0,East North Central
3729,"Fithian, Illinois",Illinois,1167015189.0,GA,12582032.0,East North Central
3730,"Flanagan, Illinois",Illinois,1149548031.0,Start,12582032.0,East North Central
3731,"Flat Rock, Illinois",Illinois,1171837674.0,C,12582032.0,East North Central
3732,"Flora, Illinois",Illinois,1174913220.0,C,12582032.0,East North Central
3733,"Florence, Illinois",Illinois,1167015718.0,C,12582032.0,East North Central
3734,"Flossmoor, Illinois",Illinois,1169545510.0,C,12582032.0,East North Central
3735,"Foosland, Illinois",Illinois,1176941886.0,C,12582032.0,East North Central
3736,"Ford Heights, Illinois",Illinois,1176894077.0,GA,12582032.0,East North Central
3737,"Forest City, Illinois",Illinois,1167016189.0,C,12582032.0,East North Central
3738,"Forest Park, Illinois",Illinois,1169545644.0,GA,12582032.0,East North Central
3739,"Forest View, Illinois",Illinois,1169545700.0,C,12582032.0,East North Central
3740,"Forrest, Illinois",Illinois,1167016484.0,C,12582032.0,East North Central
3741,"Forreston, Illinois",Illinois,1167016493.0,C,12582032.0,East North Central
3742,"Forsyth, Illinois",Illinois,1169772486.0,C,12582032.0,East North Central
3743,"Fox Lake, Illinois",Illinois,1179645826.0,GA,12582032.0,East North Central
3744,"Fox River Grove, Illinois",Illinois,1173168014.0,B,12582032.0,East North Central
3745,"Frankfort, Illinois",Illinois,1177443123.0,GA,12582032.0,East North Central
3746,"Franklin, Illinois",Illinois,1167017613.0,C,12582032.0,East North Central
3747,"Franklin Grove, Illinois",Illinois,1167017325.0,C,12582032.0,East North Central
3748,"Franklin Park, Illinois",Illinois,1179647262.0,C,12582032.0,East North Central
3749,"Freeburg, Illinois",Illinois,1167017824.0,C,12582032.0,East North Central
3750,"Freeman Spur, Illinois",Illinois,1167017912.0,C,12582032.0,East North Central
3751,"Freeport, Illinois",Illinois,1175000932.0,C,12582032.0,East North Central
3752,"Fulton, Illinois",Illinois,1165747515.0,C,12582032.0,East North Central
3753,"Fults, Illinois",Illinois,1145147934.0,C,12582032.0,East North Central
3754,"Galatia, Illinois",Illinois,1167018935.0,C,12582032.0,East North Central
3755,"Galena, Illinois",Illinois,1176729877.0,C,12582032.0,East North Central
3756,"Galesburg, Illinois",Illinois,1178309898.0,C,12582032.0,East North Central
3757,"Galva, Illinois",Illinois,1165747619.0,C,12582032.0,East North Central
3758,"Gardner, Illinois",Illinois,1178011733.0,C,12582032.0,East North Central
3759,"Garrett, Illinois",Illinois,1172985237.0,C,12582032.0,East North Central
3760,"Gays, Illinois",Illinois,1167019946.0,GA,12582032.0,East North Central
3761,"Geneseo, Illinois",Illinois,1171547696.0,GA,12582032.0,East North Central
3762,"Geneva, Illinois",Illinois,1179077067.0,GA,12582032.0,East North Central
3763,"Genoa, Illinois",Illinois,1172670080.0,C,12582032.0,East North Central
3764,"Georgetown, Illinois",Illinois,1165747855.0,C,12582032.0,East North Central
3765,"German Valley, Illinois",Illinois,1145326235.0,Start,12582032.0,East North Central
3766,"Germantown, Illinois",Illinois,1167562243.0,C,12582032.0,East North Central
3767,"Germantown Hills, Illinois",Illinois,1145566134.0,C,12582032.0,East North Central
3768,"Gibson City, Illinois",Illinois,1165747925.0,C,12582032.0,East North Central
3769,"Gifford, Illinois",Illinois,1176822776.0,C,12582032.0,East North Central
3770,"Gilberts, Illinois",Illinois,1167020704.0,C,12582032.0,East North Central
3771,"Gillespie, Illinois",Illinois,1165747962.0,C,12582032.0,East North Central
3772,"Gilman, Illinois",Illinois,1165747993.0,C,12582032.0,East North Central
3773,"Girard, Illinois",Illinois,1165748010.0,GA,12582032.0,East North Central
3774,"Gladstone, Illinois",Illinois,1167021126.0,GA,12582032.0,East North Central
3775,"Glasford, Illinois",Illinois,1178258966.0,C,12582032.0,East North Central
3776,"Glasgow, Illinois",Illinois,1167021184.0,C,12582032.0,East North Central
3777,"Glen Carbon, Illinois",Illinois,1173277184.0,C,12582032.0,East North Central
3778,"Glen Ellyn, Illinois",Illinois,1179076005.0,C,12582032.0,East North Central
3779,"Glencoe, Illinois",Illinois,1178852681.0,C,12582032.0,East North Central
3780,"Glendale Heights, Illinois",Illinois,1177215192.0,C,12582032.0,East North Central
3781,"Glenview, Illinois",Illinois,1170359044.0,B,12582032.0,East North Central
3782,"Glenwood, Illinois",Illinois,1169694952.0,C,12582032.0,East North Central
3783,"Godfrey, Illinois",Illinois,1167125122.0,GA,12582032.0,East North Central
3784,"Godley, Illinois",Illinois,1167125134.0,Start,12582032.0,East North Central
3785,"Golconda, Illinois",Illinois,1174813954.0,C,12582032.0,East North Central
3786,"Golden, Illinois",Illinois,1162503689.0,C,12582032.0,East North Central
3787,"Golden Gate, Illinois",Illinois,1167125260.0,Start,12582032.0,East North Central
3788,"Golf, Illinois",Illinois,1179643132.0,C,12582032.0,East North Central
3789,"Good Hope, Illinois",Illinois,1167125480.0,C,12582032.0,East North Central
3790,"Goodfield, Illinois",Illinois,1167125541.0,C,12582032.0,East North Central
3791,"Goreville, Illinois",Illinois,1167125810.0,C,12582032.0,East North Central
3792,"Gorham, Illinois",Illinois,1167125823.0,C,12582032.0,East North Central
3793,"Grafton, Illinois",Illinois,1165748337.0,C,12582032.0,East North Central
3794,"Grand Ridge, Illinois",Illinois,1174159767.0,C,12582032.0,East North Central
3795,"Grand Tower, Illinois",Illinois,1165748432.0,GA,12582032.0,East North Central
3796,"Grandview, Illinois",Illinois,1167126528.0,Start,12582032.0,East North Central
3797,"Granite City, Illinois",Illinois,1177828449.0,B,12582032.0,East North Central
3798,"Grant Park, Illinois",Illinois,1167126777.0,C,12582032.0,East North Central
3799,"Grantfork, Illinois",Illinois,1167127057.0,C,12582032.0,East North Central
3800,"Granville, Illinois",Illinois,1109195160.0,Start,12582032.0,East North Central
3801,"Grayslake, Illinois",Illinois,1179645021.0,C,12582032.0,East North Central
3802,"Grayville, Illinois",Illinois,1174122967.0,C,12582032.0,East North Central
3803,"Green Oaks, Illinois",Illinois,1167127768.0,C,12582032.0,East North Central
3804,"Green Valley, Illinois",Illinois,1167127935.0,Start,12582032.0,East North Central
3805,"Greenfield, Illinois",Illinois,1165748692.0,C,12582032.0,East North Central
3806,"Greenup, Illinois",Illinois,1175858121.0,C,12582032.0,East North Central
3807,"Greenview, Illinois",Illinois,1167128386.0,C,12582032.0,East North Central
3808,"Greenville, Illinois",Illinois,1162678944.0,B,12582032.0,East North Central
3809,"Greenwood, Illinois",Illinois,1167128573.0,Start,12582032.0,East North Central
3810,"Gridley, Illinois",Illinois,1175028850.0,GA,12582032.0,East North Central
3811,"Griggsville, Illinois",Illinois,1179748965.0,C,12582032.0,East North Central
3812,"Gulfport, Illinois",Illinois,1167129308.0,C,12582032.0,East North Central
3813,"Gurnee, Illinois",Illinois,1179419641.0,C,12582032.0,East North Central
3814,"Hainesville, Illinois",Illinois,1167129993.0,C,12582032.0,East North Central
3815,"Hamburg, Illinois",Illinois,1163363914.0,C,12582032.0,East North Central
3816,"Hamel, Illinois",Illinois,1167130469.0,C,12582032.0,East North Central
3817,"Hamilton, Illinois",Illinois,1165749077.0,C,12582032.0,East North Central
3818,"Hammond, Illinois",Illinois,1175737153.0,C,12582032.0,East North Central
3819,"Hampshire, Illinois",Illinois,1167132199.0,C,12582032.0,East North Central
3820,"Hampton, Illinois",Illinois,1167132239.0,Start,12582032.0,East North Central
3821,"Hanaford, Illinois",Illinois,1167132285.0,C,12582032.0,East North Central
3822,"Hanna City, Illinois",Illinois,1173549160.0,Start,12582032.0,East North Central
3823,"Hanover, Illinois",Illinois,1169467947.0,C,12582032.0,East North Central
3824,"Hanover Park, Illinois",Illinois,1179648767.0,C,12582032.0,East North Central
3825,"Hardin, Illinois",Illinois,1167132861.0,GA,12582032.0,East North Central
3826,"Harmon, Illinois",Illinois,1167133180.0,C,12582032.0,East North Central
3827,"Harrisburg, Illinois",Illinois,1178598053.0,FA,12582032.0,East North Central
3828,"Harristown, Illinois",Illinois,1167133841.0,GA,12582032.0,East North Central
3829,"Hartford, Illinois",Illinois,1167133966.0,GA,12582032.0,East North Central
3830,"Hartsburg, Illinois",Illinois,1167134041.0,C,12582032.0,East North Central
3831,"Harvard, Illinois",Illinois,1179600523.0,GA,12582032.0,East North Central
3832,"Harvel, Illinois",Illinois,1167134127.0,C,12582032.0,East North Central
3833,"Harvey, Illinois",Illinois,1168386182.0,GA,12582032.0,East North Central
3834,"Harwood Heights, Illinois",Illinois,1169695120.0,C,12582032.0,East North Central
3835,"Havana, Illinois",Illinois,1175767073.0,C,12582032.0,East North Central
3836,"Hawthorn Woods, Illinois",Illinois,1177363467.0,GA,12582032.0,East North Central
3837,"Hazel Crest, Illinois",Illinois,1179563246.0,C,12582032.0,East North Central
3838,"Hebron, Illinois",Illinois,1167135236.0,C,12582032.0,East North Central
3839,"Hecker, Illinois",Illinois,1145151570.0,C,12582032.0,East North Central
3840,"Henderson, Illinois",Illinois,1167135739.0,C,12582032.0,East North Central
3841,"Hennepin, Illinois",Illinois,1167135816.0,C,12582032.0,East North Central
3842,"Henning, Illinois",Illinois,1175269626.0,C,12582032.0,East North Central
3843,"Henry, Illinois",Illinois,1165749759.0,C,12582032.0,East North Central
3844,"Herrick, Illinois",Illinois,1167136282.0,Start,12582032.0,East North Central
3845,"Herrin, Illinois",Illinois,1165749828.0,C,12582032.0,East North Central
3846,"Herscher, Illinois",Illinois,1167136302.0,C,12582032.0,East North Central
3847,"Hettick, Illinois",Illinois,1167136432.0,C,12582032.0,East North Central
3848,"Heyworth, Illinois",Illinois,1167136496.0,C,12582032.0,East North Central
3849,"Hickory Hills, Illinois",Illinois,1180017921.0,C,12582032.0,East North Central
3850,"Hidalgo, Illinois",Illinois,1167136794.0,C,12582032.0,East North Central
3851,"Highland, Illinois",Illinois,1176177302.0,GA,12582032.0,East North Central
3852,"Highland Park, Illinois",Illinois,1179596701.0,C,12582032.0,East North Central
3853,"Highwood, Illinois",Illinois,1179596778.0,C,12582032.0,East North Central
3854,"Hillcrest, Illinois",Illinois,1167153412.0,Start,12582032.0,East North Central
3855,"Hillsboro, Illinois",Illinois,1167938575.0,GA,12582032.0,East North Central
3856,"Hillsdale, Illinois",Illinois,1167153656.0,Start,12582032.0,East North Central
3857,"Hillside, Illinois",Illinois,1169695235.0,C,12582032.0,East North Central
3858,"Hillview, Illinois",Illinois,1167153726.0,C,12582032.0,East North Central
3859,"Hinckley, Illinois",Illinois,1172813018.0,C,12582032.0,East North Central
3860,"Hindsboro, Illinois",Illinois,1172985277.0,B,12582032.0,East North Central
3861,"Hinsdale, Illinois",Illinois,1180323587.0,C,12582032.0,East North Central
3862,"Hodgkins, Illinois",Illinois,1169695396.0,C,12582032.0,East North Central
3863,"Hoffman, Illinois",Illinois,1167562753.0,C,12582032.0,East North Central
3864,"Hoffman Estates, Illinois",Illinois,1178728844.0,GA,12582032.0,East North Central
3865,"Holiday Hills, Illinois",Illinois,1167154334.0,C,12582032.0,East North Central
3866,"Hollowayville, Illinois",Illinois,1177340571.0,Start,12582032.0,East North Central
3867,"Homer, Illinois",Illinois,1167155021.0,C,12582032.0,East North Central
3868,"Homer Glen, Illinois",Illinois,1176988374.0,C,12582032.0,East North Central
3869,"Hometown, Illinois",Illinois,1173198891.0,C,12582032.0,East North Central
3870,"Homewood, Illinois",Illinois,1175946704.0,C,12582032.0,East North Central
3871,"Hoopeston, Illinois",Illinois,1173873555.0,GA,12582032.0,East North Central
3872,"Hooppole, Illinois",Illinois,1167155344.0,Start,12582032.0,East North Central
3873,"Hopedale, Illinois",Illinois,1167155470.0,C,12582032.0,East North Central
3874,"Hopewell, Illinois",Illinois,1167155740.0,C,12582032.0,East North Central
3875,"Hopkins Park, Illinois",Illinois,1167155842.0,C,12582032.0,East North Central
3876,"Hoyleton, Illinois",Illinois,1167156466.0,C,12582032.0,East North Central
3877,"Hudson, Illinois",Illinois,1174271406.0,GA,12582032.0,East North Central
3878,"Huey, Illinois",Illinois,1167562788.0,Start,12582032.0,East North Central
3879,"Hull, Illinois",Illinois,1167156880.0,C,12582032.0,East North Central
3880,"Humboldt, Illinois",Illinois,1168060643.0,C,12582032.0,East North Central
3881,"Hume, Illinois",Illinois,1173965678.0,C,12582032.0,East North Central
3882,"Huntley, Illinois",Illinois,1171780757.0,C,12582032.0,East North Central
3883,"Hurst, Illinois",Illinois,1165750681.0,C,12582032.0,East North Central
3884,"Hutsonville, Illinois",Illinois,1172669275.0,C,12582032.0,East North Central
3885,"Illiopolis, Illinois",Illinois,1167176937.0,C,12582032.0,East North Central
3886,"Ina, Illinois",Illinois,1176904725.0,C,12582032.0,East North Central
3887,"Indian Creek, Illinois",Illinois,1167177237.0,C,12582032.0,East North Central
3888,"Indian Head Park, Illinois",Illinois,1169695638.0,C,12582032.0,East North Central
3889,"Indianola, Illinois",Illinois,1167177402.0,C,12582032.0,East North Central
3890,"Industry, Illinois",Illinois,1167177436.0,C,12582032.0,East North Central
3891,"Inverness, Illinois",Illinois,1169695737.0,C,12582032.0,East North Central
3892,"Iola, Illinois",Illinois,1167177689.0,Start,12582032.0,East North Central
3893,"Ipava, Illinois",Illinois,1167177918.0,C,12582032.0,East North Central
3894,"Iroquois, Illinois",Illinois,1111382035.0,Start,12582032.0,East North Central
3895,"Irving, Illinois",Illinois,1167178045.0,C,12582032.0,East North Central
3896,"Irvington, Illinois",Illinois,1167178083.0,C,12582032.0,East North Central
3897,"Irwin, Illinois",Illinois,1167178112.0,Start,12582032.0,East North Central
3898,"Island Lake, Illinois",Illinois,1167178244.0,C,12582032.0,East North Central
3899,"Itasca, Illinois",Illinois,1179647810.0,C,12582032.0,East North Central
3900,"Iuka, Illinois",Illinois,1167178356.0,C,12582032.0,East North Central
3901,"Ivesdale, Illinois",Illinois,1163613528.0,C,12582032.0,East North Central
3902,"Jacksonville, Illinois",Illinois,1169762754.0,C,12582032.0,East North Central
3903,"Jeffersonville, Illinois",Illinois,1150329871.0,C,12582032.0,East North Central
3904,"Jeisyville, Illinois",Illinois,1167179864.0,Start,12582032.0,East North Central
3905,"Jerome, Illinois",Illinois,1167180128.0,Start,12582032.0,East North Central
3906,"Jerseyville, Illinois",Illinois,1177270126.0,C,12582032.0,East North Central
3907,"Jewett, Illinois",Illinois,1175858184.0,C,12582032.0,East North Central
3908,"Johnsburg, Illinois",Illinois,1179373752.0,C,12582032.0,East North Central
3909,"Johnsonville, Illinois",Illinois,1167180791.0,Start,12582032.0,East North Central
3910,"Johnston City, Illinois",Illinois,1165751235.0,C,12582032.0,East North Central
3911,"Joliet, Illinois",Illinois,1176258114.0,B,12582032.0,East North Central
3912,"Jonesboro, Illinois",Illinois,1165751262.0,C,12582032.0,East North Central
3913,"Joppa, Illinois",Illinois,1167287364.0,C,12582032.0,East North Central
3914,"Joy, Illinois",Illinois,1168948574.0,C,12582032.0,East North Central
3915,"Junction, Illinois",Illinois,1167287882.0,C,12582032.0,East North Central
3916,"Junction City, Illinois",Illinois,1167287855.0,C,12582032.0,East North Central
3917,"Justice, Illinois",Illinois,1169695801.0,C,12582032.0,East North Central
3918,"Kampsville, Illinois",Illinois,1167288233.0,C,12582032.0,East North Central
3919,"Kane, Illinois",Illinois,1133863573.0,C,12582032.0,East North Central
3920,"Kaneville, Illinois",Illinois,1167288343.0,Start,12582032.0,East North Central
3921,"Kangley, Illinois",Illinois,1178725988.0,C,12582032.0,East North Central
3922,"Kankakee, Illinois",Illinois,1178578696.0,C,12582032.0,East North Central
3923,"Kansas, Illinois",Illinois,1173965762.0,GA,12582032.0,East North Central
3924,"Kappa, Illinois",Illinois,1167288492.0,C,12582032.0,East North Central
3925,"Karnak, Illinois",Illinois,1167288517.0,C,12582032.0,East North Central
3926,"Kaskaskia, Illinois",Illinois,1176864848.0,B,12582032.0,East North Central
3927,"Keenes, Illinois",Illinois,1167288959.0,Start,12582032.0,East North Central
3928,"Keensburg, Illinois",Illinois,1167288970.0,C,12582032.0,East North Central
3929,"Keithsburg, Illinois",Illinois,1144614131.0,C,12582032.0,East North Central
3930,"Kell, Illinois",Illinois,1167289059.0,Start,12582032.0,East North Central
3931,"Kempton, Illinois",Illinois,1167289386.0,C,12582032.0,East North Central
3932,"Kenilworth, Illinois",Illinois,1169697296.0,GA,12582032.0,East North Central
3933,"Kenney, Illinois",Illinois,1172814525.0,C,12582032.0,East North Central
3934,"Kewanee, Illinois",Illinois,1165752134.0,C,12582032.0,East North Central
3935,"Keyesport, Illinois",Illinois,1167289985.0,C,12582032.0,East North Central
3936,"Kilbourne, Illinois",Illinois,1167290177.0,C,12582032.0,East North Central
3937,"Kildeer, Illinois",Illinois,1167290193.0,C,12582032.0,East North Central
3938,"Kincaid, Illinois",Illinois,1167290393.0,C,12582032.0,East North Central
3939,"Kinderhook, Illinois",Illinois,1167290437.0,C,12582032.0,East North Central
3940,"Kingston, Illinois",Illinois,1172813061.0,C,12582032.0,East North Central
3941,"Kingston Mines, Illinois",Illinois,1180184222.0,C,12582032.0,East North Central
3942,"Kinmundy, Illinois",Illinois,1173009241.0,GA,12582032.0,East North Central
3943,"Kinsman, Illinois",Illinois,1167290851.0,C,12582032.0,East North Central
3944,"Kirkland, Illinois",Illinois,1172813121.0,C,12582032.0,East North Central
3945,"Kirkwood, Illinois",Illinois,1177687050.0,C,12582032.0,East North Central
3946,"Knoxville, Illinois",Illinois,1177856738.0,C,12582032.0,East North Central
3947,"La Fayette, Illinois",Illinois,1167292107.0,Start,12582032.0,East North Central
3948,"Lacon, Illinois",Illinois,1165752605.0,C,12582032.0,East North Central
3949,"Ladd, Illinois",Illinois,1177691590.0,C,12582032.0,East North Central
3950,"LaSalle, Illinois",Illinois,1177691205.0,C,12582032.0,East North Central
3951,"La Grange, Illinois",Illinois,1179650979.0,C,12582032.0,East North Central
3952,"La Grange Park, Illinois",Illinois,1179043078.0,C,12582032.0,East North Central
3953,"La Harpe, Illinois",Illinois,1165752506.0,C,12582032.0,East North Central
3954,"La Moille, Illinois",Illinois,1167292154.0,C,12582032.0,East North Central
3955,"La Prairie, Illinois",Illinois,1166182710.0,Start,12582032.0,East North Central
3956,"La Rose, Illinois",Illinois,1167292219.0,Start,12582032.0,East North Central
3957,"Lake Barrington, Illinois",Illinois,1167292665.0,GA,12582032.0,East North Central
3958,"Lake Bluff, Illinois",Illinois,1178241198.0,C,12582032.0,East North Central
3959,"Lake Forest, Illinois",Illinois,1179597019.0,C,12582032.0,East North Central
3960,"Lake Ka-Ho, Illinois",Illinois,231198115.0,Stub,12582032.0,East North Central
3961,"Lake Villa, Illinois",Illinois,1167294087.0,C,12582032.0,East North Central
3962,"Lake Zurich, Illinois",Illinois,1175502406.0,GA,12582032.0,East North Central
3963,"Lake in the Hills, Illinois",Illinois,1180041152.0,C,12582032.0,East North Central
3964,"Lakemoor, Illinois",Illinois,1177471638.0,C,12582032.0,East North Central
3965,"Lakewood, Illinois",Illinois,1167294448.0,GA,12582032.0,East North Central
3966,"Lanark, Illinois",Illinois,1165752927.0,C,12582032.0,East North Central
3967,"Lansing, Illinois",Illinois,1169839669.0,C,12582032.0,East North Central
3968,"Latham, Illinois",Illinois,1167295303.0,GA,12582032.0,East North Central
3969,"Lawrenceville, Illinois",Illinois,1165889542.0,C,12582032.0,East North Central
3970,"Le Roy, Illinois",Illinois,1165889598.0,C,12582032.0,East North Central
3971,"Leaf River, Illinois",Illinois,1167296056.0,Start,12582032.0,East North Central
3972,"Lebanon, Illinois",Illinois,1165889754.0,C,12582032.0,East North Central
3973,"Lee, Illinois",Illinois,1172813172.0,C,12582032.0,East North Central
3974,"Leland, Illinois",Illinois,1174160053.0,C,12582032.0,East North Central
3975,"Leland Grove, Illinois",Illinois,1165889890.0,GA,12582032.0,East North Central
3976,"Lemont, Illinois",Illinois,1176752841.0,C,12582032.0,East North Central
3977,"Lena, Illinois",Illinois,1169053677.0,C,12582032.0,East North Central
3978,"Lenzburg, Illinois",Illinois,1167316035.0,C,12582032.0,East North Central
3979,"Leonore, Illinois",Illinois,1167316120.0,C,12582032.0,East North Central
3980,"Lerna, Illinois",Illinois,1168060683.0,C,12582032.0,East North Central
3981,"Lewistown, Illinois",Illinois,1165890088.0,GA,12582032.0,East North Central
3982,"Lexington, Illinois",Illinois,1165890136.0,B,12582032.0,East North Central
3983,"Liberty, Illinois",Illinois,1167317176.0,C,12582032.0,East North Central
3984,"Libertyville, Illinois",Illinois,1179644730.0,C,12582032.0,East North Central
3985,"Lily Lake, Illinois",Illinois,1167317463.0,C,12582032.0,East North Central
3986,"Lima, Illinois",Illinois,1167317504.0,C,12582032.0,East North Central
3987,"Limestone, Illinois",Illinois,1167317607.0,Start,12582032.0,East North Central
3988,"Lincoln, Illinois",Illinois,1180108992.0,C,12582032.0,East North Central
3989,"Lincolnshire, Illinois",Illinois,1169768965.0,GA,12582032.0,East North Central
3990,"Lincolnwood, Illinois",Illinois,1178451535.0,GA,12582032.0,East North Central
3991,"Lindenhurst, Illinois",Illinois,1176115197.0,C,12582032.0,East North Central
3992,"Lisbon, Illinois",Illinois,1167318398.0,C,12582032.0,East North Central
